Liv__1 Liv__2 Liv__3 Liv__4 Liv__5 Myo__1 Myo__2 Myo__3 Myo__4 Myo__5
Deptor 26.0474647644073 26.2559391775655 26.3866514428051 26.6916328966506 26.4325739870376 NA NA NA NA NA
Dera 26.520420224959 26.6980099654939 26.7451883316507 26.673259218443 26.434111222176 NA 27.8243707350028 27.9995773362291 27.9333887997614 NA
Derl2 26.9174376578919 27.0063328580536 27.0049854015256 27.6636463427863 27.0811077361032 NA NA NA NA NA
Des 27.720348490858 27.5217644260765 28.0420089122444 28.4833216302113 28.2665885634625 34.7306689552003 34.4502308098949 34.5148755421795 34.5793130522025 34.6890464175734
Dgat1 25.7927832622265 26.0689945007465 25.788186942909 25.7222575993908 25.6989763471105 NA NA NA NA NA
Dglucy 29.0878011423925 29.0998535561847 28.7460888687616 28.1247779818951 28.8432866267861 NA NA NA NA NA
Dhcr24 26.4763685482624 26.3630587726477 25.9187489778251 24.9444462646304 25.2270601992758 NA NA NA NA NA
Dhdh 31.1811476057566 31.2189135567526 31.0056315218476 31.2421160483362 31.1652592211426 29.6387775811822 29.597607067803 29.7524062657728 29.8808721041298 29.7180224020446
Dhfr 28.7177641399644 29.0775127302085 29.2195518479494 29.253263064912 29.1345963957088 NA NA NA NA NA
Dhrs1 30.2227099588181 30.1459703831712 29.8421038649915 29.5818733498465 29.9730018662037 NA NA NA NA NA
Dhrs11 24.4434969358389 23.8912066186286 24.0145223903586 24.0793781130319 23.6552976436048 NA NA NA NA NA
Dhrs4 30.6122429780004 30.5348522318528 30.7089940797098 30.4037912721969 30.6086512154615 NA 27.2592964685642 27.3476000943245 27.0512122466415 27.3170811506026
Dhrs7 26.2655203013166 25.658391880756 25.9041924773148 26.8308467474087 26.4049817601149 NA NA NA NA NA
Dhrs7c NA NA NA NA NA 31.0714922386693 30.8812642002316 30.5474518612058 30.823602373114 30.7774009491235
Dhtkd1 28.5345864528052 28.7376820034807 28.2055855394041 28.1471980714916 28.5432744264211 NA NA NA NA NA
Dhx15 26.8667043268323 26.394222948205 26.0613581920351 25.9778299943114 25.9912380821436 NA 25.0728289067578 24.8417694528908 NA NA
Dhx9 29.1586569498192 29.2390108497994 29.1882242161544 29.3792011453386 29.2545422227263 NA NA NA 25.9242985682754 NA
Diablo 25.6030618932968 25.9848368485915 25.9460788514191 25.3780759299059 25.5802379808322 NA NA NA 25.2616211277246 NA
Diaph1 25.608025286348 25.8464779752763 24.8925940925294 24.2383228714241 25.3392026952544 NA NA NA NA 28.6206272597654
Dkc1 27.8216601683948 28.0181515154839 28.1943955301793 28.4710012648439 28.0572886678662 NA NA NA NA NA
Dlat 31.201021463426 31.2837997499436 31.156062205988 31.3697949614737 31.2636819959845 33.6489048576501 33.2663007227396 33.13371457369 33.1530676715683 33.2351429790895
Dld 32.1235059453578 32.0726275683754 32.1484193763238 32.171718646691 32.1757008074119 32.9942138056202 32.4752882070196 33.0782769043758 32.6647260913676 32.6653343950102
Dlg1 25.9050114750199 25.5076643504665 25.2238282344625 25.5791607240588 NA NA NA NA NA NA
Dlst 32.5591127985205 32.5362905594088 32.416263399739 32.6717734108909 32.5438461480636 33.2943959477342 32.9079916867688 33.1803770824692 32.8522526478817 32.7575680114876
Dmac1 25.9343104787443 25.5722365059072 25.7999940032326 25.268747787807 25.7852085433279 NA 25.2119462838074 25.5217300468562 25.3484410814333 NA
Dmd 25.3814019181901 25.2569199911827 25.5050215903697 24.2450937947474 24.9580050882183 30.6304220041621 29.6222803000903 29.9002764752006 29.6299172376709 32.3829003808473
Dmgdh 33.1634853085852 33.2165085178612 33.1199550149852 32.9711070175299 33.231210923735 NA NA NA NA NA
Dnah11 NA NA NA NA NA NA 25.1639158611009 26.2379052294985 25.6570749816723 25.6084431353602
Dnah7c 28.5150151176115 28.3760003700274 27.2958382873738 27.8473299897824 28.3984850964583 28.8138963743856 28.4085064117531 28.6678984786495 28.4792184499908 28.6449954010113
Dnaja1 29.8030647339577 29.9356751768889 29.9453351268175 29.7974141832929 29.8333512094375 NA NA NA NA NA
Dnaja2 28.9804371883313 29.0663860693934 29.3202464079792 29.1157467225615 29.383308387073 NA 28.6218047837197 28.2502463562691 28.6859831978316 28.4836197037476
Dnaja3 28.87977609261 29.1714796743959 29.0262986232866 29.461379391385 28.9565782588269 26.9148205317957 25.4602389566089 NA 26.2808263117132 NA
Dnaja4 NA NA 22.8348288835874 NA NA 27.3862198786846 27.6292222552822 27.519509072533 27.0646365466163 27.2497048201757
Dnajb11 28.9504767864056 29.2149759484347 29.2100273121867 29.3363250794375 29.0951902489175 NA NA NA NA 24.2728470971468
Dnajb12 26.2074745973991 26.3620462662173 26.30112704181 26.2589241489865 26.1601863513637 NA 26.0566461260399 NA NA NA
Dnajb4 25.9748822613846 26.2476026415574 26.2200837661197 26.5816947084643 26.9281399238089 28.0946790451618 27.8431838942369 27.0869364252961 NA 27.6043802645947
Dnajc11 26.9979488601105 26.9395195057038 27.1330861924455 26.8256838108206 27.5102464334146 NA NA NA NA NA
Dnajc19 27.3265640940322 26.7324027719878 26.7687396931296 27.1170856507698 27.0705024215713 NA NA NA 26.661454561464 26.7289980315233
Dnajc25 25.0750960958728 25.0380276299252 NA 24.8068030057803 NA NA NA NA NA NA
Dnajc3 29.5316466045356 29.7815082444453 29.8951111146547 29.8854392734145 29.7988890308488 NA NA NA NA NA
Dnajc8 26.117496357248 26.2973115380679 26.2410702311945 26.2012216799925 26.5329927855933 NA NA NA NA NA
Dnm1l 28.7489812885149 28.6919538614831 28.5366304536104 28.7537506217166 28.5655638503654 30.236437998563 29.919420843496 27.9915875537731 29.5379035293474 29.8287700962005
Dnm2 28.3281140597564 27.7287252399407 28.0339766352402 28.0024886299782 27.4445916060719 NA 26.6015323886935 NA 28.1392679751756 NA
Dnpep 28.4917787610725 28.3158300214819 28.0497723123641 27.537589275329 28.5066825240309 NA 25.6459860334181 25.7081888745689 NA 25.8675987580951
Dpp3 29.3697378140936 28.9960899810187 29.0348650233813 28.8724583054989 28.8086764081366 27.3817324876923 28.0919816753951 26.5972423840053 26.8021527135834 27.9860111226403
Dpp4 29.5665354701229 29.6590721687843 29.7016925853243 29.8416717709955 29.8440651694011 NA NA NA NA NA
Dpp7 26.4483747285263 26.5350768457472 26.0895184098446 25.5592870171073 26.0151051028644 NA NA NA NA NA
Dpy30 24.3676511465147 24.611000935574 24.8533252272048 24.4227785269763 24.6733527252852 NA NA NA NA NA
Dpyd 30.22079910418 30.4871088874957 29.8751971001235 29.633383504069 30.1667269341432 NA NA NA NA NA
Dpys 32.2613771084738 32.4278047269466 32.1146233025783 31.8885374028246 32.3436388908493 NA NA NA NA NA
Dpysl2 27.7637556586437 27.8343001936493 27.7920022007858 27.7340907837557 28.0724399196463 28.5097165444407 28.0995771184338 29.1095338552724 28.5569304778048 28.0970084157756
Dr1 25.3249218978623 25.2242793743589 NA 26.8009920310741 25.3586854861772 NA NA NA NA NA
Drg1 24.9318490191987 24.7476014826782 25.1506593689894 NA 24.5190872370097 NA NA NA NA NA
Dsg2 24.6784530941812 24.4843111952992 24.4112922146705 24.7336773843429 24.4888662567673 NA NA 30.2908269331179 NA NA
Dsp 28.6001462025456 28.0088822546071 27.5094453341713 26.961650533873 28.5857597144049 NA 27.5485503971932 26.8468864672912 31.2319948349159 27.3262631897742
Dstn 30.7984131257336 30.7893558922873 29.3019124042399 30.4388024185347 29.7819247773904 27.5581348046367 27.2562916642918 NA 23.8452014356431 24.8332306198419
Dtd1 25.1573787631218 25.3231908761231 25.5617503335214 24.4362556069801 25.3590839244138 NA NA NA NA 25.6760095388582
Dtx3l 26.8113538454098 27.3189967271867 27.5609002416679 26.9366448819385 26.5809640478032 NA NA NA NA NA
Dusp3 26.1933705155608 26.5983524871782 NA 27.081935353563 26.7552117786061 29.2960280917695 27.5010141918486 28.2897518759443 26.9636395642998 25.8433746111403
Dync1h1 29.2580692115521 28.751497096775 28.4748457484404 28.4405062423435 28.4852832921895 29.6661227968055 28.7957978255871 28.128617212879 29.5441366354886 29.4982331172015
Dync1i2 28.6640836245028 28.4961215564808 28.6522205874444 28.4345269690703 28.5728014885809 NA 28.3792905033227 29.2463725606078 28.1945865471156 28.742862530419
Dync1li1 26.5452871681631 26.3258936723715 26.8025179070389 26.463680097749 26.7495244057706 NA 27.473198910316 27.78656603181 27.7337049060751 27.1849483768958
Dynll2 28.3961316338792 28.315405088928 28.0913220879787 28.4359676444607 28.2858065417372 28.3696974227719 28.5357572233119 27.6221560247366 27.9822220221319 28.0164230423851
Dynlrb1 26.721724920741 26.7156556971507 26.4784349938097 26.831619596769 26.8277168585319 NA 27.1697476218402 NA 27.0843419559638 27.7046460143871
Dysf NA NA NA NA NA 27.642455432382 27.5282110561198 27.1844659705371 27.4215267169286 27.466757071264
Ebp 27.45506965603 26.9771203845317 27.2884393485983 27.2467429426482 27.5734722911414 NA NA NA NA NA
Ech1 31.2409522393943 31.3692685376635 31.2535869444173 31.4872575608528 31.4483925008097 30.7222666573452 30.7822250815582 29.5449892684689 30.289355324957 30.3391810673284
Echdc1 28.4227314671395 28.2472599505083 28.1688960861677 27.5141380672908 28.3502301338727 NA 29.2587961022566 29.8811737292462 29.5201241070638 28.7872059671906
Echdc3 30.8689355650629 30.9411412439824 30.7073944751641 30.8124449546348 30.7189890853164 NA 25.4136101140261 24.6332672088549 24.2173359175578 NA
Echs1 32.8902407041492 32.9451348111146 32.8223973948758 32.6182066271998 32.8505828588564 31.8073932203396 31.5601147175533 31.4252123091691 31.5828072439466 31.4384954728755
Eci1 33.6645086435064 33.5327799236799 33.4135953882474 33.1590102207026 33.6918304107543 32.753688142233 32.2966289935159 32.4395034505283 32.1245016930036 32.352909163504
Eci2 31.113241926739 30.7279272042404 31.041717440655 31.1127560765877 31.076761412043 NA 26.9544157283909 26.1927715394004 23.8509727253537 26.0563230649131
Ecpas 27.7283429119421 27.4267874941782 27.506286901914 26.099082737701 26.7635129106754 29.8776082640936 30.6947078371932 30.5814422618668 30.9620934515587 29.5882042306137
Edf1 28.0729715192407 27.6847084990965 28.4297706824924 28.897443527395 28.3203294679304 NA 27.7784094761972 28.1880003236722 27.9357520580994 28.383651449233
Eea1 28.6645693502869 28.8987757042728 28.5504959875083 28.3209656284641 28.7399714400889 NA 30.3639924575648 NA NA NA
Eef1a1 35.826486019652 35.6162364120112 35.8411249083892 35.5896911300739 35.6812889935463 35.0521834575417 34.8404996629126 35.1555756638603 34.9023183193014 34.6250547858636
Eef1a2 NA NA NA NA NA 35.1796128243001 35.1323107578441 35.2237471665019 35.1474732235595 35.2362664974839
Eef1b2 31.7455358180346 31.7040282676503 31.7028228744685 31.9196378256321 31.7473858473014 28.9019686824697 29.9796688965807 NA 29.4108958667647 29.3825783746617
Eef1d 31.8267001911705 31.7445635969427 31.692378680008 31.860148769639 31.7303126878023 31.1719177124962 30.8971591057923 31.263980943321 31.1118214363563 30.8914643601641
Eef1e1 24.5460199346434 24.7081054235408 24.4537936374597 24.1716847364313 24.7379670687933 NA NA NA NA NA
Eef1g 30.90145440353 31.0465233390473 31.2031913728358 31.0918522436708 31.0400074407889 31.1142906120246 31.0443404038632 31.2236540363283 31.0060675927353 30.9415082574314
Eef2 32.8605645146508 32.8351384344383 32.8866288707226 32.2789032877351 32.9234276591914 33.5110868421921 33.1719380655744 33.5750810980848 33.4163863542419 33.2865856029579
Eefsec 27.389466193189 27.1461909618798 26.98274538898 27.3936507893535 27.0986615424904 NA NA NA NA 24.6555794712853
Efhd2 27.136860686208 27.1533780504527 27.1903294979678 27.3366578287276 26.8997503420665 NA NA NA 28.6223034502805 NA
Efl1 31.8886824079983 31.7765297503325 31.7099707434327 32.0418268458029 31.9532936600393 33.0523305262537 33.2220848613281 32.3102449362741 32.8799855377542 32.8568932788251
Eftud2 26.7772459910896 26.7241520425669 27.3701510657306 27.1588092236208 26.9177810754151 NA NA NA NA NA
Egfr 31.7291313684354 27.3691819269078 31.8977370098864 28.2165227088491 29.0438172362859 33.3557628151667 32.9729012743999 33.5498970516179 33.1666305163938 29.6782588750223
Ehd1 27.8432293274225 27.8465232228116 27.8612837297136 28.3482559657733 28.0269313444612 28.6325219973144 28.3937951880417 27.4707892100307 27.5568345252232 29.105618430724
Ehd2 NA NA NA NA NA 30.4095064594823 30.0028617517094 30.1302785914527 30.3848089627911 30.1836705724211
Ehd3 29.3888474621932 30.038970332309 30.0101078341382 29.6530705410613 30.0553114920734 NA NA NA NA 27.0747244227782
Ehhadh 32.4388828263231 32.357786756064 32.8844021858468 32.9309764068276 33.071808619072 NA 24.8210154012996 NA NA NA
Eif1 28.1195862464408 28.3514674823491 28.1591860506749 28.2234422800757 27.8491487214549 NA 27.8320151629752 27.0265529789485 27.2649376965456 27.3998116373275
Eif1ax 28.2467260210729 28.539421851632 27.7283210348325 28.1504021860231 28.3159106985926 NA 27.0179548108051 NA NA 26.3741053033841
Eif2a 26.8181716263479 26.829271943114 26.7586148357459 27.1311047586621 27.1401855711806 30.0316085533168 29.6705212509835 29.4337681885347 29.9893851740851 29.8344711346174
Eif2b2 25.2201349239598 25.1139399082755 25.1836226616044 24.7016066774025 24.7739346694703 NA NA NA NA NA
Eif2b3 24.9672930715823 25.0617943456299 25.2160095948534 25.2047523312066 25.4767085139525 NA NA NA NA NA
Eif2b4 26.6113813311537 26.6160846352379 26.9118348413612 26.5347972843469 26.5346471893229 NA NA NA NA NA
Eif2s1 28.8978494014015 28.8889237339052 28.8505237642705 28.7628058133497 28.5315850492245 NA NA NA 27.5807205927779 NA
Eif2s2 29.5158654290551 29.934504978436 29.596799378993 30.6903552749686 29.2831189204189 26.1957919705286 26.2579395171733 24.6033636348406 27.552702515421 27.1148237055314
Eif2s3y 28.1353491034144 28.0895868475942 28.4833175907168 27.2667553864698 28.3316665113389 NA 26.8260830080837 28.4356562709897 28.1462999128167 27.2752543670587
Eif3a 31.1371554446197 31.0101249687433 31.3210756700245 31.0963699647925 30.9262925752707 24.970186386932 27.7801151562593 25.7253915788471 26.9218866566227 27.4175226940206
Eif3b 28.8603804180862 28.7971844937875 29.2364274063915 28.9044392691578 29.396500052264 NA 25.5182487527708 26.5917520154046 NA NA
Eif3c 29.5423968858693 29.2679151978333 29.4883769191071 30.2985629378569 29.5369326581966 NA 26.8942625935647 26.5948890010752 26.9683798089143 26.5463224515094
Eif3d 28.832371292768 29.1537620644973 29.2883125405609 29.0441671721857 29.1042799990782 NA NA NA NA NA
Eif3e 27.8898909174968 28.2793904576834 28.1974375516349 28.1007578244619 28.2589025121313 NA 26.5713497910827 NA 26.9604368749151 26.6432492031787
Eif3g 28.9143454310906 28.5155741766732 29.0629528015965 26.9762465938106 28.9985212596163 NA 24.2939845927878 24.4972626388812 24.0812498180382 24.1746941107848
Eif3h 28.9058723451715 28.8438285216277 28.2613682235231 28.4869782387905 28.9809317349921 NA NA NA 25.7298630208674 25.5961644917668
Eif3i 28.3718527781272 28.5067541670553 28.4962484862271 28.2799968673783 28.5622693464538 NA NA NA NA NA
Eif3j1 29.5024859592638 29.4933066253745 29.4958092511533 29.7832797445377 29.385311652629 30.1583904207546 29.6836493286328 30.0377084291293 29.6692378856105 30.0162154852514
Eif3k 27.2573406247439 27.689862250039 27.2500183197571 27.8001587243955 27.5600507725426 NA 26.537335082301 NA 26.9251611128823 NA
Eif3l 29.2886574129268 28.9524006084573 29.1834590227096 28.975935919238 29.1281090861223 NA NA NA NA NA
Eif3m 26.7512937635296 26.5082136172802 26.2404149075217 26.1484392181884 26.464053920839 26.216490882275 NA NA 25.4526581026497 NA
Eif4a1 31.8874509841541 31.7873243210617 31.7675348233801 31.843615296908 31.4183510494027 30.7863862778498 30.6826341413345 30.6895659424484 30.5087849614771 30.4056602838472
Eif4a2 29.1636028717971 29.1269105806289 29.1574340596561 29.2048716383436 29.042810024638 26.5874857357755 29.0758493853219 28.2978897081546 29.3925449006283 28.5614510052132
Eif4a3 27.5332992565703 27.3989819765387 27.6654627140361 27.6334819949921 27.9825286541656 NA NA NA NA NA
Eif4b 30.3571248498738 30.6094739257375 30.1406041433798 30.7602936725837 30.5179613985426 NA 28.0583211584701 26.1976618983647 28.7391273039675 27.4673645218165
Eif4e 27.1097072979783 26.8478347844056 27.1382315059573 26.8347068607108 26.9236854716863 26.8789533023802 26.7770745384686 27.5606724665011 28.1441300623063 27.7251935652651
Eif4g1 30.4645257355423 30.651128397342 30.6022291747923 30.3820469879454 30.4225269412048 NA 28.4927635972421 28.511122702602 26.0028662539579 28.967415631343
Eif4g2 27.795054656664 28.2585940067571 28.3340874986793 27.1963628837696 27.4387720276786 NA 26.3945849347309 NA 27.0721751400769 NA
Eif4h 29.4930171630722 29.3571477359535 29.245028603763 29.7239282398286 29.47452091989 28.3387129458561 28.4903975919872 28.9787346906745 28.811769963111 28.7284491170356
Eif5 29.9444051027292 30.2594098953924 30.3849920825685 30.3474156016657 30.0225756503681 23.4909686319121 24.9406997214645 25.6429272175274 24.6216981121361 25.0516588128603
Eif5a 31.9736088181927 31.9933646111409 31.8149615839308 32.2000500778261 31.7066283583303 32.7887126596288 32.345293694786 32.21026369424 32.4870133235452 32.2146932078927
Eif5b 28.0011910549486 28.1309656577441 27.9924689587954 28.1375080856427 28.0499807512626 29.3234875804462 28.867527859222 28.6373000759854 NA 28.7728214802353
Eif6 27.1753290158164 27.3715107329678 27.2396281259856 27.6999334859818 27.4524314053828 NA 26.0452401442973 NA NA NA
Elac2 22.2051428436829 22.3928950380154 22.1747979077407 NA NA NA 23.2262947520625 NA NA NA
Elavl1 28.1174590102711 28.2232761093387 28.4216424768363 27.5373787474324 28.1320486856479 NA 26.2075971747131 NA NA NA
Elob 28.0370143984544 28.219926844826 27.9836071438019 27.9203897826123 27.9702334021309 NA 29.1135425797464 29.4297262604869 29.0830432656063 29.0241849574077
Eloc 28.832234764421 28.8740850597551 29.0446951986194 28.753002894124 28.8743665428943 30.1061152931334 30.1511749584776 30.4676329685925 30.2838005378744 30.2876608235186
Elovl2 25.9056344675982 25.4705197120242 26.0364023430388 26.1277525758216 25.8462206515455 NA NA NA NA NA
Emc1 26.995512423412 26.6099138063334 26.5920041954125 26.6166910194683 26.5443149961075 NA NA NA NA NA
Emc3 26.3088150251117 26.198815917349 26.1072963789927 27.1083248900058 25.5292136360432 NA NA NA NA NA
Emc7 27.4205536312063 27.0946245688497 27.1606415332926 27.1324992059395 26.9163434963451 NA NA NA NA NA
Emc8 26.2594406671999 26.4748817823793 25.5732038377274 26.1026444218308 26.1190804872353 NA NA NA NA NA
Emd 23.2817951496513 NA 23.4944632612612 24.2000517403472 23.7642275909955 NA NA NA NA NA
Eml1 NA NA NA NA NA NA 27.0721202641721 26.9157311997228 26.8298616225353 27.0161462929039
Eml4 NA 25.0982165446856 24.8558602985722 25.206607103958 25.1120353873739 NA NA NA NA NA
Eno1 NA NA NA NA NA 30.9305403949084 30.7771871245129 30.8968956351744 30.7052227577515 30.8955135705347
Eno1b 34.9539462726227 34.9606010257254 35.1097876738742 35.2714167958437 35.0380039924753 34.6894207655031 34.4398456210519 34.3670945619056 34.3634010237538 34.3580023808419
Eno3 26.7156193080421 23.3300160684318 23.0953141528734 22.3555023690364 24.2010982284663 38.8008066403755 38.6141917676064 38.4865336430636 38.5736187311442 38.621123867254
Enoph1 24.4405862071234 24.6464034306051 24.4431711849029 24.711381350544 24.951150008079 NA NA NA NA NA
Enpep 28.9473916146098 29.0157995406043 28.9032488197814 28.574120414158 28.7733789326738 NA 27.7633589279337 29.072763512766 NA 28.5283095025463
ENSMUSP000000254830 28.9489665061935 29.0142898451474 28.451790891941 28.7663581436643 28.4650375305623 NA 27.1307810375244 26.3815242464686 25.6720710950209 27.089793941747
ENSMUSP000000317790 29.8014383765447 29.9514332458876 29.8537194834578 30.3846824492492 29.8433978728856 30.2099453319745 29.7335389083706 29.7449271507671 29.7126707528817 30.0745749232833
ENSMUSP00000052262pepscaffold NA 24.8393291693051 24.34831111385 24.4113357715505 24.6483868085311 NA NA NA NA NA
Entpd5 30.33569454523 30.1566845344027 30.4088825675189 30.2841276740974 30.2463709530855 NA NA NA NA NA
Eny2 27.2879275223535 27.1505221701914 26.814279193203 26.8793268081714 27.1399682159951 NA NA NA NA NA
Epb41 28.1866580639128 28.592617830446 27.9692032928758 27.8448652240242 27.9106637541477 NA NA NA 30.2960533196055 NA
Epb41l2 27.0141677005305 27.1993120420025 27.105929952043 27.1019327880962 27.2815433523254 28.2436857911401 27.9481534538384 28.5853647349699 27.9994106953217 NA
Ephx1 33.2456585441164 33.0986953063414 33.1248455113323 32.7022154301787 33.1299662331539 NA 21.7383979864884 NA NA 22.3848287665278
Ephx2 34.0661039774056 33.9077452435632 34.1100119037535 33.9130858015423 34.2223094833508 25.3924788691563 28.1687417852422 25.4460024626538 28.3519513035483 27.719510483704
Epn1 28.0429649648379 28.2285285400942 28.5117281659673 28.1584328133425 27.9981215989564 NA 26.2767337994967 28.7332747955747 28.4849787278401 28.544807549188
Eppk1 28.3193412918522 28.4977070466796 27.4941884150884 26.8282675886724 27.7890116983966 NA 25.4157662511541 NA NA 27.4772501788719
Eprs 31.0390762302648 31.118878464749 30.9038283317558 30.6792468276613 31.011628532215 30.3517253547574 30.9651052577554 31.2512862770536 30.9117746380122 31.0282904797593
Eps15 26.394899614128 26.7614903508683 26.5654596827208 26.4642339366904 26.3505432527108 27.4746780252803 NA NA NA NA
Eps15l1 27.1523275748727 27.2290492621089 27.0791325908696 27.4155801761953 27.1541003809759 NA NA NA NA NA
Eps8l2 27.620475532162 27.5444791897905 27.9389878427513 27.2722689985116 28.0727436049606 NA NA NA NA NA
Erap1 28.2294817644697 28.2686582979363 28.2557692878418 27.767682407017 28.1165935761201 NA NA NA NA NA
Erc1 24.451293507577 24.6231380462707 24.7275823683729 24.8684888285501 25.0688439850858 NA NA NA NA NA
Ergic1 25.884230086747 25.7824924249747 25.840703685174 25.8617449773136 25.951513353254 28.0155463272744 27.2784023658975 27.852807776964 27.7693370971856 28.0862390445704
Erlin1 25.4738502262055 25.2208486679499 NA 24.6684223352163 25.3257861902869 NA NA NA NA NA
Erlin2 27.06602173576 27.0759890993781 26.9101876469813 26.6896449959483 27.1278899037289 NA NA NA NA NA
Ero1l 23.2736672687679 23.5506468938809 23.4681050448011 23.3217115201157 23.4725716852449 NA NA NA NA NA
Ero1lb 25.3608020211587 25.0333287070641 25.6299867228828 24.9843779650395 25.2872858732699 NA NA NA NA NA
Erp29 28.2035745171014 28.165978723365 28.1444798360552 28.3836434810799 28.3753135559546 NA NA NA NA NA
Erp44 29.7428449271297 29.5801820118192 29.3572276621256 29.8182512314197 29.5154501793865 28.9944740628349 28.2432542476439 28.0407564172819 28.8652077600117 29.1502174884324
Esd 31.4017777460337 31.5626269723159 31.2840341694783 31.0325440949055 31.4499641239117 29.4723350364732 30.3083959774845 30.5111498339346 30.3160335880813 30.471609529203
Esyt1 24.533041679451 23.9346922739845 24.3954614249193 24.4490708539141 24.5009224005941 NA NA NA NA NA
Etf1 27.4732783279459 27.5132388425795 27.6162517416592 27.2582217191641 27.5993668991717 NA NA NA 27.1639832496985 NA
Etfa 34.6390434438517 34.609023909085 34.5588565953653 34.7058057749558 34.5619753110097 33.8703359879965 33.7544439399354 33.641312404792 33.4665211197373 33.7061693950996
Etfb 34.1679437355978 34.2042573068236 34.1899837804647 34.0023075000586 34.2672106382292 33.3182990856123 33.0117979505269 33.2073362313443 32.9286969840583 32.9585989160969
Etfdh 32.638620614118 32.493245213113 32.2942723420378 31.819496264082 32.5206421797029 30.9489837389609 31.4865207953938 31.6728669896858 31.4559960066598 31.3942586647255
Etfrf1 24.8151536657751 25.0027642379633 24.8983550899956 25.7186969902455 25.2031247783051 NA NA NA NA NA
Ethe1 29.080347905353 29.0416801395947 28.7113251396358 28.2892159985157 28.885494537442 NA NA NA NA NA
Etnppl 30.4275744262452 30.9886058546298 30.2270801519714 30.2226896236686 30.7678097587984 NA NA NA NA NA
Evpl NA NA NA NA NA 28.0193229128459 29.8149469886896 28.2390851337279 30.0767497287787 30.0663953286734
Ewsr1 27.2243582080445 27.2498623632311 27.2647880805337 28.18185590616 27.6104957011689 NA NA NA NA NA
Exoc1 22.8324832363722 22.4555607584562 22.4965372104369 NA NA NA NA NA NA NA
Exoc2 23.5927612444386 23.3527231998677 23.2744872311177 NA 22.7004589041876 NA NA NA NA NA
Ezr 24.1315447107489 24.6251228740092 24.2173955715733 25.7209604782997 25.2966762446082 NA NA NA NA NA
F2 26.8370736261226 26.5781125383771 26.496001432953 26.7558331517133 27.3304923629867 NA NA 24.7530029233451 NA NA
Faah 27.934709009775 28.0123147926072 27.503667787656 27.045611181766 27.8958080815714 NA NA NA NA NA
Fabp1 36.4859785235554 36.3170285556039 36.618645248917 36.8567748128391 36.4334222556088 33.2116363035302 30.3212330928541 29.5383751060866 27.9596096872637 26.0792883218048
Fabp2 29.9129044242735 29.8011354521219 30.0687785177828 30.303368567 30.040055974709 NA NA NA NA NA
Fabp3 NA NA NA NA NA 34.1212239565175 34.0569667383536 33.9284747036156 33.8312089982878 33.9742434381777
Fabp4 28.9638740073815 28.8027454597744 29.0877015440226 28.8326279718489 29.0079411054068 32.0724593869531 32.2122119252426 32.3182528025597 32.0282975401187 32.0109473862296
Fabp5 28.7583527478062 29.6349119501028 27.8342644064307 28.532765746505 27.9669695694151 NA 25.5262536572974 NA 23.7398712924254 24.341430542005
Fads1 25.5960028470758 25.7196532360694 25.6338642929357 25.2939905038361 25.8181850282032 NA NA NA NA NA
Fads2 27.4381840154395 27.7115874323635 27.7312625957194 27.7368895951187 27.2330504486858 NA NA NA NA NA
Faf2 24.797620858639 25.4666155121751 24.7065169017683 24.7968822363519 NA NA NA NA NA NA
Fah 33.0855644387197 33.2511019940146 33.0806802277331 33.0678878968709 33.1391709666995 NA NA NA NA NA
Fahd1 29.806891052162 29.8037012806802 29.850394929207 29.9370239845784 29.9137395249276 NA 25.5018037722975 25.2902452369318 25.3616841984815 25.3093544401344
Fahd2a 27.6714795918727 27.4580410221269 27.3722463967805 27.3463043691831 27.2297861236407 NA NA NA NA NA
Fam107b 26.3760422086468 26.258117858551 26.133933258743 26.6080963851888 25.7924730051565 NA NA NA NA NA
Fam114a2 24.339084003991 24.5327616460292 24.2284885851709 24.2552165696333 23.958958262554 NA 25.0550588054678 NA NA NA
Fam120a 28.9573578807795 28.7707235541012 28.6095429919376 28.0277748507576 28.73891937279 NA NA NA NA 24.97740806163
Fam136a 27.3773528135369 27.4279370279363 26.9773280629324 27.8519930107519 26.941088719809 NA 25.1647707633756 25.7519746826778 24.3043130192523 25.005283557349
Fam162a 29.6854283220775 29.5517407428018 29.6548787543015 29.865661758944 29.8199589599208 NA 28.1910012355677 29.3555700520143 28.6478884127275 28.7664597472959
Fam210a 26.9725717042846 27.0218025387131 27.0843275424903 26.8102574779064 27.1675979604451 NA 27.2349678954827 27.365598532733 27.8260926126954 27.7552691264336
Fam234a 26.4064392717927 26.3867748416215 26.0291205382917 25.9613210063468 26.2445525570226 NA NA NA NA NA
Fam49b 21.3234617482143 21.2577967098888 21.12647330017 NA NA NA 24.7460091556483 25.3034900736794 25.2526920983961 25.3633102394143
Fam98a 25.9488573691598 25.4041189117995 25.6543770311601 25.5949053632373 NA NA NA NA NA NA
Fam98b 23.8822444159489 23.7801444236024 24.1043317487993 24.5610071636698 24.7299023644645 NA NA 24.0681900593476 NA NA
Farp1 23.2865862154057 24.4922456320227 NA 22.8091766637747 NA NA NA NA NA NA
Farsa 28.0653249125319 27.9573115225219 28.1428676903298 28.1114749963502 27.9703149034184 26.1048188146838 NA NA NA 26.2677647691936
